xxx	SurveyID	RespondentID	CollectorID	StartDate	EndDate	IP Address	Email Address	First Name	LastName	Custom Data
2	2803396762	44341820	9/10/2013 14:11	9/10/2013 14:16	213.135.28.210	Maureen.Staton@email.com	Maureen	Staton	
2	2803396144	44341820	9/10/2013 14:11	9/10/2013 14:23	213.135.28.211	Lydia.Nieto@email.com	Lydia	Nieto	
2	2803391685	44341820	9/10/2013 14:09	9/10/2013 14:09	213.135.28.212	Julie.Johnson@email.com	Julie	Johnson	
2	2799144298	44341820	9/7/2013 2:41	9/7/2013 2:44	213.135.28.213	Linda.Leiva@email.com	Linda	Leiva	
2	2797018678	44341820	9/5/2013 20:55	9/5/2013 20:58	213.135.28.214	Raleigh.Muller@email.com	Raleigh	Muller	
2	2792996966	44341820	9/3/2013 18:20	9/3/2013 19:43	213.135.28.215	Justin.Scott@email.com	Justin	Scott	
2	2792342096	44341820	9/3/2013 14:13	9/3/2013 14:36	213.135.28.216	Sandra.English@email.com	Sandra	English	
2	2792207708	44341820	9/3/2013 13:04	9/3/2013 13:08	213.135.28.217	Mary.Cave@email.com	Mary	Cave	
2	2792196944	44341820	9/3/2013 12:57	9/3/2013 13:49	213.135.28.218	Valerie.Epps@email.com	Valerie	Epps	
2	2789646568	44341820	8/31/2013 21:58	8/31/2013 22:17	213.135.28.219	Connie.Harry@email.com	Connie	Harry	
2	2788708156	44341820	8/30/2013 20:24	8/30/2013 20:27	213.135.28.220	Richard.Rasch@email.com	Richard	Rasch	
2	2788708119	44341820	8/30/2013 20:24	8/30/2013 20:25	213.135.28.221	Silvia.Sandoval@email.com	Silvia	Sandoval	
2	2788707450	44341820	8/30/2013 20:24	8/30/2013 20:41	213.135.28.222	Tammy.Hernandez@email.com	Tammy	Hernandez	
2	2788700477	44341820	8/30/2013 20:19	8/30/2013 20:25	213.135.28.223	Johnert.Jackson@email.com	Johnert	Jackson	
2	2788694531	44341820	8/30/2013 20:15	8/30/2013 20:15	213.135.28.224	Ada.Hathcock@email.com	Ada	Hathcock	
2	2788693166	44341820	8/30/2013 20:14	8/30/2013 22:51	213.135.28.225	Alfredo.Rynn@email.com	Alfredo	Rynn	
2	2786681176	44341820	8/29/2013 17:06	8/29/2013 17:31	213.135.28.226	Catherine.Spain@email.com	Catherine	Spain	
2	2785197523	44341820	8/28/2013 22:01	8/28/2013 22:05	213.135.28.227	Mark.Hudson@email.com	Mark	Hudson	
2	2784551273	44341820	8/28/2013 16:25	8/28/2013 16:36	213.135.28.228	Jennifer.Lehnen@email.com	Jennifer	Lehnen	
2	2782989702	44341820	8/27/2013 19:58	8/27/2013 20:12	213.135.28.229	Paula.Bagdon@email.com	Paula	Bagdon	
2	2782774944	44341820	8/27/2013 18:28	8/27/2013 18:33	213.135.28.230	Patrica.Lee@email.com	Patrica	Lee	
2	2780992361	44341820	8/26/2013 20:57	8/26/2013 20:59	213.135.28.231	Manuel.Giles@email.com	Manuel	Giles	
2	2780569916	44341820	8/26/2013 17:08	8/26/2013 17:12	213.135.28.232	Frank.Bowen@email.com	Frank	Bowen	
2	2780552200	44341820	8/26/2013 16:58	8/26/2013 17:01	213.135.28.233	Donald.Perez@email.com	Donald	Perez	
2	2779972614	44341820	8/26/2013 10:05	8/26/2013 10:05	213.135.28.234	Rita.Nieman@email.com	Rita	Nieman	
2	2778913254	44341820	8/25/2013 2:53	8/25/2013 3:21	213.135.28.235	Mark.Balas@email.com	Mark	Balas	
2	2777769316	44341820	8/23/2013 20:34	8/23/2013 20:35	213.135.28.236	Maria.Norman@email.com	Maria	Norman	
2	2777511740	44341820	8/23/2013 18:03	8/23/2013 18:07	213.135.28.237	Johnert.Sharpe@email.com	Johnert	Sharpe	
2	2776508445	44341820	8/23/2013 2:51	8/23/2013 3:30	213.135.28.238	Janet.Scott@email.com	Janet	Scott	
2	2775474394	44341820	8/22/2013 15:16	8/22/2013 15:31	213.135.28.239	Anne.Dent@email.com	Anne	Dent	
2	2775365907	44341820	8/22/2013 14:21	8/22/2013 15:06	213.135.28.240	Edgar.Scott@email.com	Edgar	Scott	
2	2774405066	44341820	8/21/2013 22:32	8/21/2013 22:39	213.135.28.241	Daniel.Maeda@email.com	Daniel	Maeda	
2	2774246435	44341820	8/21/2013 20:45	8/21/2013 20:45	213.135.28.242	Doreen.Dean@email.com	Doreen	Dean	
2	2774169829	44341820	8/21/2013 20:03	8/21/2013 20:08	213.135.28.243	Virginia.Sharpe@email.com	Virginia	Sharpe	
2	2774097536	44341820	8/21/2013 19:24	8/21/2013 19:27	213.135.28.244	Elizabeth.Zuniga@email.com	Elizabeth	Zuniga	
2	2774062284	44341820	8/21/2013 19:05	8/21/2013 19:11	213.135.28.245	Paul.Anderson@email.com	Paul	Anderson	
2	2773899036	44341820	8/21/2013 17:39	8/21/2013 17:58	213.135.28.246	Larry.Camacho@email.com	Larry	Camacho	
2	2773875353	44341820	8/21/2013 17:27	8/21/2013 17:33	213.135.28.247	Helen.Garrett@email.com	Helen	Garrett	
2	2773868041	44341820	8/21/2013 17:23	8/21/2013 17:31	213.135.28.248	Agustin.Moore@email.com	Agustin	Moore	
2	2773775193	44341820	8/21/2013 16:31	8/21/2013 16:35	213.135.28.249	Adrienne.Milne@email.com	Adrienne	Milne	
2	2773763678	44341820	8/21/2013 16:25	8/21/2013 16:25	213.135.28.250	Thelma.Aliberti@email.com	Thelma	Aliberti	
2	2773735660	44341820	8/21/2013 16:10	8/21/2013 16:11	213.135.28.251	Nikki.Holzinger@email.com	Nikki	Holzinger	
2	2773727676	44341820	8/21/2013 16:06	8/21/2013 16:21	213.135.28.252	Justin.Bennett@email.com	Justin	Bennett	
2	2773704886	44341820	8/21/2013 15:52	8/21/2013 17:45	213.135.28.253	Dennis.Welch@email.com	Dennis	Welch	
2	2773694012	44341820	8/21/2013 15:49	8/21/2013 15:49	213.135.28.254	Rena.Ball@email.com	Rena	Ball	
2	2773680624	44341820	8/21/2013 15:41	8/21/2013 15:43	213.135.28.255	Willie.Balch@email.com	Willie	Balch	
2	2773650008	44341820	8/21/2013 15:26	8/21/2013 15:33	213.135.28.256	Diana.Johnb@email.com	Diana	Johnb	
2	2773635981	44341820	8/21/2013 14:46	8/21/2013 15:20	213.135.28.257	Andrew.Doyle@email.com	Andrew	Doyle	
2	2773604551	44341820	8/21/2013 15:03	8/21/2013 15:08	213.135.28.258	John.Estes@email.com	John	Estes	
2	2773589460	44341820	8/21/2013 14:56	8/21/2013 15:06	213.135.28.259	Sandra.Garett@email.com	Sandra	Garett	
2	2773586784	44341820	8/21/2013 14:55	8/21/2013 15:15	213.135.28.260	Francie.Abel@email.com	Francie	Abel	
2	2773582277	44341820	8/21/2013 14:52	8/21/2013 14:57	213.135.28.261	Angela.Morrone@email.com	Angela	Morrone	
2	2773576642	44341820	8/21/2013 14:49	8/21/2013 15:24	213.135.28.262	Judith.Hathcock@email.com	Judith	Hathcock	
2	2773570454	44341820	8/21/2013 14:46	8/21/2013 15:23	213.135.28.263	Christopher.Hoefert@email.com	Christopher	Hoefert	
2	2773561680	44341820	8/21/2013 14:42	8/21/2013 14:43	213.135.28.264	Shannon.Wamsley@email.com	Shannon	Wamsley	
2	2773558856	44341820	8/21/2013 14:41	8/22/2013 17:48	213.135.28.265	Theresa.Parker@email.com	Theresa	Parker	
2	2773553844	44341820	8/21/2013 14:38	8/22/2013 1:37	213.135.28.266	Jeffery.Wilbanks@email.com	Jeffery	Wilbanks	
2	2773552181	44341820	8/21/2013 14:38	8/21/2013 14:47	213.135.28.267	Dale.Negron@email.com	Dale	Negron	
2	2773545958	44341820	8/21/2013 14:34	8/21/2013 14:39	213.135.28.268	Brian.Cleveland@email.com	Brian	Cleveland	
2	2773537871	44341820	8/21/2013 14:30	8/21/2013 14:44	213.135.28.269	Stephanie.Cruz@email.com	Stephanie	Cruz	
2	2773535973	44341820	8/21/2013 14:30	8/21/2013 14:32	213.135.28.270	Dick.Adams@email.com	Dick	Adams	
2	2773535493	44341820	8/21/2013 14:29	8/21/2013 14:35	213.135.28.271	Paul.Garcia@email.com	Paul	Garcia	
2	2773532005	44341820	8/21/2013 14:26	8/21/2013 14:38	213.135.28.272	Anna.Mckibben@email.com	Anna	Mckibben	
2	2773527060	44341820	8/21/2013 14:25	8/21/2013 14:26	213.135.28.273	Ben.Kositzke@email.com	Ben	Kositzke	
2	2773524000	44341820	8/21/2013 14:23	8/21/2013 14:31	213.135.28.274	Jeffrey.Trevino@email.com	Jeffrey	Trevino	
2	2773523995	44341820	8/21/2013 14:23	8/21/2013 14:27	213.135.28.275	Margaret.Freeman@email.com	Margaret	Freeman	
2	2773523396	44341820	8/21/2013 14:23	8/21/2013 14:55	213.135.28.276	Irene.Watson@email.com	Irene	Watson	
2	2773522637	44341820	8/21/2013 14:23	8/21/2013 14:30	213.135.28.277	Edna.Kositzke@email.com	Edna	Kositzke	
